Contact_FirstName,Contact_LastName,Contact_EntityName,Contact_EntityPhone,Contact_EntityAddress,Customer_FirstName,Customer_LastName,Customer_Gender,Customer_DateOfBirth,Customer_Address,Customer_PostalCode,Customer_CountryOfCitizenship,Customer_IDType,Customer_IDNumber,Customer_IssuingCountry,Customer_IssueDate,Customer_ExpiryDate,Trans_Withdrawl_Deposit,Trans_Type,Contact_ReferralDate,Trans_TransactionDate,Trans_Time,Trans_OriginatingCountry,Trans_DestinationCountry,Trans_Amount,Trans_IdentificationOfSuspiciousIndicator,Trans_Notes,SMR_ReviewOutcome,Att_XLS,Att_TIF,Att_PDF,Att_WMV,Att_JPG,Att_MPG,Att_MP4,Att_FLV,Att_GIF
Bernie,,Commonwealth Bank,(402) 4170146,3977 Donald Way,Anetta,,Female,5/24/1977,424 Troy Parkway,68164,,Other ID,15-203-2623,,4/11/2016,3/30/2020,Withdrawl,International Out,4/02/2017,6/30/2017,2:36 AM,Thailand,Vietnam,815622,Transaction involves non-profit or charitable organization for which there appears to be no logical economic purpose or where there appears to be no link between the stated activity of the organization and the other parties in the transaction. ,"On XXXX XXXX XXXX XXXX XXXX XXXX banned me from opening an account with any other bank because of a check fraud scam. I was a victim of check fraud and they treated me like the criminal who committed check fraud. They froze my assets and closed my account. I have not been able to open an account since. I tried to file a dispute against the claim but XXXX XXXX XXXX was very uncooperative an their customer service was very unfriendly and not at all helpful. The staff inside the bank would not even help me dispute the claim. It is now XXXX and I still am not able to open an account, and all of the evidence is now lost so I am not able to file a dispute, and XXXX XXXX XXXX will not allow me to open an account or allow me to open an account with any other bank. If there is a check fraud scam XXXX XXXX XXXX will assume that you are a criminal and treat you as such. They will not work with you and all of your attempts to clear the account will be futile.",NFA,1,0,0,,,0,0,0,4
Floria,Consterdine,Commonwealth Bank,(349) 6281496,16201 Graceland Crossing,Delcine,Bilby,Female,8/24/1998,83 Lakewood Circle,52857,Indonesia,Other ID,31-224-9584,Australia,7/15/2014,1/17/2022,Withdrawl,International In,2/28/2018,4/07/2016,6:05 PM,Vietnam,Philippines,663880,Multiple attempts occur on the same day at the same location but with an apparent attempt to use different employees.,"Experian is taking advantage of military families, by not allowing me to do an online credit freeze. They have instead insisted on a complex mail it in process, that does n't really spell anything out or provide any forms or assistance. I 'm XXXX, this is horrible customer service. I just want a credit freeze, and they are making it impossible for me. This should be banned, as a predatory practice and should be unlawful. I do n't want them monitoring me to begin with. Now when i try and take some form of control and protect myself, I ca n't.",NFA,0,0,0,4,,0,0,0,0
Hillard,Crysell,Westpac Bank,(109) 8660960,41470 Commercial Parkway,Nicholas,Jonuzi,Male,10/06/1973,46922 Springs Trail,,Indonesia,Passport,05-489-5596,Australia,10/24/2015,8/27/2015,Deposit,Domestic In,12/03/2017,8/08/2016,3:32 PM,Philippines,Australia,973326,"Consumer shows uncommon curiosity about internal systems, controls and policies. ",I have an account on my personal credit reports ( Equifax and XXXX ) with XXXX XXXX. This company is banned from collecting in my state as per the Federal Trade Commission ; Case XXXX XXXX XXXX ( 2014 ). I have mentioned this to the credit bureaus ( XXXX and Equifax ) in order for the collection to be deleted from my credit file and they have failed to do so.,NFA,0,0,0,1,0,4,5,0,0
Dene,Petris,National Australia Bank,(198) 3440928,242 Atwood Junction,Pacorro,Vear,Male,11/03/1980,8 Northland Place,P24,Indonesia,Passport,08-249-5345,Thailand,3/16/2015,7/05/2017,Withdrawl,International In,8/31/2016,9/02/2016,1:45 PM,Malaysia,Singapore,805768,Consumer provides doubtful or vague information. ,"XXXX/XXXX/XXXX I opened my Coinbase account and bought {$1000.00} of XXXX and {$1000.00} of Ethereum with money transferred from my XXXX XXXX XXXX account online. 

The XXXX was n't available to trade for well over 2 weeks, and of course with several attempts to inquire ... no one was available to answer me. 

XXXX XXXX, XXXX I tried to sell my bitcoin at a posted price of {$19000.00} but their system was down. There was nothing I could do but watch my money disappear as the value steadily dropped. I tried several times to log in but the system was down all day. Now it says my account is locked. I ca n't get into my account and access my money and I have tried to call them hundreds of times. I found phone numbers off of the local phone listings, their own customer service number, their main switchboard, as well as dialing random extensions within the company. I sent emails to their support email, contacted them through their customer support twitter, I sent messages to many people at Coinbase through their linked in accounts. Nobody, and I mean NOBODY is responding to address the issue. And I know there are XXXX 's in the same boat. 

They are an exchange built to process transactions but their system is not able to handle it and they are unwilling to address the issues while locking people out of their money and not accountable. They should be fined if not banned. Lawyers, regulators, and politicians should be all over them. They are VERY DANGEROUS and a SIGNIFICANT LIABILITY! If XXXX XXXX randomly didnt let people access their accounts for weeks and didnt answer ANY customers.there would be a national uproar. This is on that scale!! How many people are involved and how much money is involved in bitcoin and through Coinbase??? This is massive and must be addressed immediately! 

And out of all the calls made and people contacted on various platforms, NO ONE answered or returned my calls/messages. 

Please : 1 ) Read comments on @ Coinbase and @ Coinbasesupport on XXXX XXXX ) Read comments on Coinbase and Coinbase Support on XXXX",NFA,2,0,0,0,0,3,,,
Jess,Hiers,Australia and New Zealand,(499) 4418964,678 Elka Pass,Philip,Gasker,Male,6/29/1980,079 Victoria Circle,,Vietnam,Drivers License,50-157-3344,Philippines,3/31/2014,7/04/2021,Withdrawl,Domestic Out,4/24/2017,6/10/2016,5:07 AM,Malaysia,Australia,595371,Transaction involves non-profit or charitable organization for which there appears to be no logical economic purpose or where there appears to be no link between the stated activity of the organization and the other parties in the transaction. ,"During the Country recession I was unable to work many hours and my income was reduced and I was unable to comply with all my financial responsibilities. I got behind on my mortgage already like 50 months. I requested assistance at a Non-profit agency XXXX XXXX XXXX on XX/XX/XXXX. My Counselor XXXX XXXX XXXX recommended to continue making my mortgage payments however the lender did not received payments my counselor explained that usually after 3 months some of the lenders do not accept payments instead they accepted total amount due with late fees or attorney fees is the loan incurred on a foreclosure process. My counselor then submitted a loan modification application on XX/XX/XXXX thru the Loan Portal then on XX/XX/XXXX received a message via Loan portal about the Denied for the HAMP program. My Housing Counselor submitted an appeal letter since then the Select Portfolio Servicing , Inc. ( SPS ) Started to ask different documentation all the time from different people sometimes the same documentation over. During this process at the end of XX/XX/XXXX they approved me by phone for a trial payment plan and I authorized them to take the money directly for my checking account I then realized that they stopped to take the payments and they I called and they told me that the loan was under review for loan modification and. Then I contact my Counselor he called and talked to SPS representative and as told that I stopped making the trial payment 's. How I was able to stop them if they were taking money from my checking account and I never call to cancel the payments they stopped getting the payments. We started the process again submitting applications and documentation over and over. Then on one of my employers paystub do not show the year today income this issue was a request from SPS on some of their letters ( attached one ) they stated that if ca n't provide the year today income borrower can send bank statements or a letter from my employer stating the ready today incomes. For several months this was the issue I have provided ban k statements, Pay stubs from my 2 employers, letters and statements from my employer showing the year today income. SPS denied the modification again after they kept requesting the same information over and over. On XX/XX/XXXX my Housing Counselor recommended to contact XXXX XXXX XXXX XXXX I did however I did not qualify for their services because my income exceeds of their income eligibility. My counselor contacted them and stated the same because my income I was not able to qualify for their services. However they were able to give my counselor a print out with the calculations and according with those calculations I qualify for the HAMP tier 2 (  Attached a copy ) I then asked my Counselor to submit the Water Fall calculation to proving that I qualify for a HAMP tier 2. Counselor submitted the documentation and also submitted update bank statements and pay stubs and the same thing happened again SPS started to ask same documentation over again finally my Counselor was told to submit a verification of employment to prove my year to date income. More documentation provided and they denied again stating that I do not have enough income to keep paying my mortgage, before I was denied because the amount own was too much. I decided to write and submit an appeal letter to SPS and CC to Metro Fair Housing and the Georgia Department of Law Consumer protection Unit. They replied I attached their letter as well. I believe that SPS have been taking long time to get an approval first because they upset that I get behind too much time I having letting them know that I 'm aware of my debt with them and I want to pay. I also let them know that I have some money I have been saving for any payments affront that they may require. I also believe that they are taking on me because I submitted a complain to the Customer Protection Unit and to the Metro Fair Housing. As I explained to them my wife XXXX XXXX   last year on XX/XX/XXXX she left with the worry of us losing our home. I hope they can give us the opportunity to keep our home I want to have the opportunity to keep proving a roof for my family ids why I have been working so hard in two jobs. I do have the income to continue paying my mortgage. Please let me know if you have any questions you can contact me at XXXX or my Housing Counselor XXXX XXXX XXXX at XXXX or XXXX. I requested my housing counselor with his notes better explain my case with SPS. Attached also Housing Counselor notes. Thank you and I will appreciate any assistance you can provide. I have received a letter stating the foreclosure Date on XX/XX/XXXX.",NFA,0,0,0,0,1,0,0,0,0
Brit,Fontell,National Australia Bank,(945) 1906350,66 Melvin Lane,Lazar,Fever,,2/20/1993,,,Philippines,Drivers License,23-217-0980,Australia,6/08/2013,7/31/2019,Deposit,International Out,12/25/2017,9/07/2017,3:25 PM,Indonesia,Thailand,30266,Multiple attempts occur on the same day at the same location but with an apparent attempt to use different employees.,"On XX/XX/XXXX, XXXX XXXX, Banker from Quicken Loans convinced us to finance our home ( purchasing ) with them. We had many good offers and the one he was competing against was XXXX : 3.0 % interest rate and XXXX cash to close. He matched the interest rate and offered us with cash to close of XXXX. Compared to XXXX, he said no reserved money is required. 
On XX/XX/XXXX, he locked the rate for us and on XX/XX/XXXX ( Sunday ), he called us to sign a document so that he start the loan process and hopefully close it in 20 days before the deadline ; we were set for XX/XX/XXXX for closing. Since my wife and I were going out, and he asked for many informations, I asked him "" what is in the document that we need to sign ''. And he said "" nothing specific, just what we went through the other day ''. So we signed and process started. 
Through the process they asked us for reserved money 3 times and each time with much more. They did 2 appraisals for ~1800 $ while he promised XXXX $ ; all these are recorded based on what they told us and I asked once explicitly. 
Also we raised our concern about above issues, they did not do anything about it. 

But, here is the main part that they lied to us and charged us XXXX $ extra based on lie and dishonesty. On XX/XX/XXXX, when my XXXX agent following up with us on our application, I told him we decided to work with QL. He asked for their disclosure and when I found it under our account, I sent to him. He immediately got back to me and warned me on a 1 % discount fee on the disclosure. I was so mad and angry on QL and we wanted to stop the loan with them. I called XXXX and told him how come he has not told us about this and he never talked about it. He promised us to "" give us credit back to neutralize the discount fee ''. Further he calculated how much more cash we need to close after XXXX earnest money and XXXX credit from our agent, and he said "" we need ~211K more ''. After our phone call, he updated the disclosure to XXXX remaining cash to close and called us that it will be around XXXX. We accepted it and luckily saved that disclosure as they removed it from our account approaching to closing time ; this was another dishonesty and illegal action from them. They extended closing time twice ; to XX/XX/XXXX and then XX/XX/XXXX. 
When we were about to prepare for closing, they told us we need to pay ~230k ( considering XXXX earnest money and XXXX agent credit it adds up to XXXX while XXXX was promised ). We complained that this is wrong and asked client care to jump in and find out what is wrong. 
We found out that they are denying to give us the credit that they promised us because they never told us about the discount fee when they fooled us to give up on our other options and work with them. 
It was interesting that going through this process, twice they said sorry we have made a mistake and we are right and cash to close is XXXX but after few hours they called and changed everything again ; there are phone calls and emails w.r.t. this. 
As the lie was clear to us, and they system showed us a tactic of buying time till closing is approaching, and they left us with no option at that point, we started reaching out to their leadership through social media channels. They denied to give us a letter that they can not give us the loan and as our earnest money was in jeopardy, we had to close the loan while charged XXXX more than what we were promised ; and this was all a lie from the beginning. 
However, as we can think of how many people may have fell into their trap like us, we promised ourselves to follow up. It is interesting that on XX/XX/XXXX when we were closing the loan at XXXX, XXXX XXXX, their regional VP, called us at XXXX. Conversation started with "" he hopes/expect that we stop our social media efforts and take down our XXXX ''. First he tried to described their so-called-fantastic system and as he found out that I am serious on following up on their lie and corrupted system, he smoothly acknowledge their lie and mistakes. However, he said he can not do anything about the damage they have put on us ; XXXX $ plus time and stress on me, my family, friends, agents, etc. 
It was interesting that he offered me XXXX $ as the courtesy/sign of apology and that was all. 
We closed the loan and that day afternoon, I received another call from XXXX XXXX, Lead Resolution Advocate, asking us to sign release forms, that we do n't have any claim against QL so that they can process our XXXX $ out of XXXX $ that they stole from us. We do n't know what to call this ; bribe, paying for silence, what? This is just a portion of our money that you stole from us. 
I should also mention that in the call from XXXX he was telling me that I am wealthy and XXXX or XXXX is nothing for me. This is so shameful. 
Any way, just looking into XXXX and XXXX, we saw people had similar horrible experience as us. And as we start reaching out to them and share ours, they blocked/banned us from their pages. 
Here we are. We can relate to many people that may have or even have not noticed what has happened in reality when they worked with QL.

We are asking for justice to be served and ban QL from working based on lie. 

We are more than happy to provide all documents and emails, and also we want all phone calls to be reviewed as we asked to record those and we were told that phone calls are recorded.",NFA,3,5,0,0,1,0,2,0,0
Morganica,Czapla,Westpac Bank,(587) 6997391,69541 Glacier Hill Crossing,Brana,Hampstead,Female,9/18/1999,12 Barby Hill,73-201,Malaysia,Drivers License,18-462-9739,Cambodia,1/18/2015,2/19/2015,Deposit,Domestic Out,4/03/2017,9/20/2017,1:33 AM,Australia,Cambodia,324838,Consumer insists that a transaction be done quickly.,this was a result of a fraud account approved by Synchrony Bank acct # XXXX fraud balance {$740.00} this was disputed with Synchrony Ban bacl when account was Opened and deleted from credit reportsand now Synchrony bank has placed this fraud account back on my credit report this was due the XXXX Breach,NFA,0,0,0,2,0,0,0,0,0
Adel,Woolard,National Australia Bank,(976) 4710978,4 Continental Alley,Helaina,Barg,Female,5/20/1991,7 Starling Court,,Philippines,Passport,49-793-7656,Cambodia,7/24/2014,11/11/2016,Deposit,Domestic In,12/21/2017,3/18/2017,10:43 PM,Vietnam,Philippines,809096,Transaction is unnecessarily complex for its stated purpose. ,"Sometime after XX/XX/XXXX but before XX/XX/XXXX I paid my XXXX store credit card bill. Unfortunately for me my payment was applied to another account. I had paid the bill using my mother 's Bank of America bank account. I tried multiple times to resolve the situation, to no avail. I was repeatedly told that they ( the XXXX card company reps ) understood and would fix it, but nobody ever did. It was sent to collections and I again explained my situation. After many attempts to fix the situation I gave up. In hindsight this likely was n't a good idea but I was beyond frustrated. The account was opened in XX/XX/XXXX and closed due to non payment in XX/XX/XXXX. I received a call XX/XX/XXXX that I was being taken to court over this debt. I have negotiated with the law office handling the case against me to have until the end of XX/XX/XXXX to get the copy of the bank statement showing my payment. My mother closed the Ban of America account, perhaps in XX/XX/XXXX. I spoke with BoA customer service and was told they could look up closed accounts, but could only look back a few years by phone. I was instructed to go into a branch and they would be able to help me. When I spoke with a branch manager in person she told me they only hold on to records for 7 years. I fully explained my situation and she again said they only go back 7 years. I called customer service again and was told by one person they could go back further if I ordered them. I was then told by another person that no they could not go back further, they could only look back 7 years, I want to know if there is ANY way possible to obtain bank account records from this account ( my mother was with me in the branch and on the phone, since it is her account ) from before XX/XX/XXXX. If I can show the payment then I can prove I made it and not be held accountable. If I ca n't get the records from the bank I have no evidence to prove my payment and will either have to pay the original amount or have the court judgment go against me and owe hundreds more. I am so upset that I paid my bill and somehow am being punished. I really hope there is something that can be done to help prove my payment. 
Thank you!",NFA,0,0,0,0,0,0,1,0,0
Gustavo,Ginnally,Commonwealth Bank,(517) 4512702,8440 Holy Cross Drive,Milt,Munn,Male,3/02/1997,89349 Spenser Way,,Australia,Drivers License,38-382-5539,Philippines,9/24/2015,5/20/2014,Withdrawl,International In,7/09/2017,2/14/2018,8:38 AM,Indonesia,Vietnam,890346,0,"I have been denied access to making payments online for my Wells Fargo HomeEquity line. I have been attempting access since XXXX XXXX. Was told that myaccount shows a previous Bankruptcy filing so I will never have online access. MyChapter XXXX Payment Plan Bankruptcy filing was discharged in XXXX XXXX ( sevenmonths ago ). The Chapter XXXX was filed in XXXX. This account has been paid asit should for the last 5 years and was not a part of the Chapter XXXX payment plan. 
I have attempted numerous times to request online access. In addition, my XXXXmortgage is with Wells Fargo and I have always had online access. I cannotunderstand why there would be XXXX separate processes within the same company. 
In addition, it is a hardship for me to have to call and wait "" on hold '' time and timeagain each month to make a payment "" over the phone '' when I could just as easilymake a payment in a couple of seconds online. I find this is an unfair practiceespecially since I met all the requirements under my Chapter XXXX Payment Planand paid this account every month. Based on the current Wells Fargo HomeEquity policy, I am forever penalized/banned from having online access to make asimple online payment because I filed Chapter XXXX. ( Even though I met all thefinancial payments on this account which, by the way, was not handled under theChapter XXXX Plan ). In addition, in my attempts to get online access, I was givenvarious responses on how to get access and I complied with each process that Iwas given. Here are my notes:XX/XX/XXXX Spoke with online services regarding getting online access. They sent me back to regular customer service. Was told that account should be viewable in 3 days. 
XXXX/XXXX/XXXX - Spoke with XXXX was told that I was unable to see account because itis still listed as being in Bankruptcy. Need to find out when this designation will beremoved. Spoke with XXXX ( XXXX ) in the Bankruptcy Dept. She submitted arequest to review the account for a status update so the Bankruptcy flag can beremoved. Requested that the loan be removed from Bankruptcy in order for online access. Requested that I check back by Monday of next week. She also notedthat they have the Discharge information ( Discharged XXXX XXXX, XXXX ) XXXX/XXXX/XXXX - Called, Request Denied ; not released. Per representative, request has to complete the audit and reconciliation process. Suggested I keep checking back. 
XXXX/XXXX/XXXX - Spoke with Customer Service Rep. With regard to online access, told tofax written request to XXXX - Faxed over request to be granted online access. XXXX/XXXX/XXXX - XXXX. 
Fax Result : OKXXXX/XXXX/XXXX - Called and spoke with Representative, she currently can not see the faxon their system - told that it takes 4 days to process the fax. Told to call back onXXXX/XXXX/XXXX. Informed rep that I find this process unacceptable and that I would becontacting the State of Maryland 's Attorney General 's Office because of thetreatment provided to a consumer in the State of Maryland.",NFA,0,2,3,0,0,0,2,0,0
Aubree,Physick,Australia and New Zealand,(652) 2420248,37 Meadow Valley Trail,Glad,Gladyer,Female,2/28/1973,83393 Lighthouse Bay Crossing,,Malaysia,Passport,23-054-1775,Malaysia,3/21/2013,1/24/2016,Deposit,International Out,5/21/2017,10/20/2016,8:45 PM,Vietnam,Indonesia,555206,"Consumer is nervous, not in keeping with the transaction. ","I sent a payment  to Wells Fargo ( Home Projects loan ) electronically from m y  XXXX    XXXX   Checking Account for several months now. I got enough money recently to pay off the loan amount and sent in the enough money to payoff the loan of {$1600.00} electronically from my  XXXX   XXXX   Checking Account to Wells Fargo Bank on   XXXX   XXXX . I checked my account on Friday  XXXX   XXXX  and noted it had not applied to the balance. I contacted them on Friday  XXXX   XXXX  using the websites message center and got a reply today that they never received my payment. I contacted  XXXX   XXXX  just to be told tha t Wells Fargo refu sed my electronic payment and so they sent a check to the  XXXX  address that I had for  Wells Fargo Financial National Ban k to pay on that loan. According to the  XXXX     XXXX   representative,  Wells Fargo ac cepted receipt of the check last week at the  XXXX  address. However, as of today it still has not be applied to my account and the payment is due today,  XXXX   XXXX ,    2017.      I sent a message  to Wells Fargo asking  that they review their records and verify they received the check ASAP. I have made copies of the communications that I have received and sent in their message center. They still do n't show the message I sent out today but I have the others.  XXXX  agreed to send me a copy of the information regards to the check and I 'll receive it within 7 days. They will put a stop payment on the check if I ask them but I do n't want to that because it is proof I sent the payment and it was received   by Wells Fargo.
Could you please help me ensure that Wells Fargo does n't   mess up my credit?     thank you",NFA,0,0,5,3,0,,0,0,0
Virginie,Pezey,Commonwealth Bank,(856) 8690205,98809 Golf Alley,Quintina,Tapply,Female,4/02/1972,069 Barnett Road,46547,Singapore,Drivers License,36-982-0774,Cambodia,9/10/2013,7/24/2013,Withdrawl,Domestic Out,5/04/2016,8/17/2016,12:47 PM,Philippines,Cambodia,719815,Consumer attempts to develop close rapport with staff. ,"This is a very sad story I do n't want anybody else to live it again. 
I should have been living in my new home since three months ago but, because US Bank did the wrong thing, I am still renting for about the same amount I was going to pay for my own place. US Bank and its employees banned my dream to become true by not following the law, by discriminating me for my age and by not using proper customer service. 
XXXX XXXX, 2015 I decided to buy a house as my primary dwelling, and signed an electronic contract to buy the one at address XXXX XXXX XXXX XXXX, XXXX Arizona XXXX, with developers of the residential XXXX XXXX XXXX XXXX. The cost of the house was {$140000.00} and the house was going to be built and was going to be finished XXXX the XXXX, 2015. The loan terms included zero down payment, fixed interests for 30 years and {$15000.00} benefit from XXXX XXXX XXXX XXXX towards the loan. 
XXXX XXXX 2015 I received a laid off letter from XXXX XXXX XXXX XXXX XXXX, with ending date XXXX XXXX 2015, and started my job search. 
XXXX XXXX, 2015 I met with realtor to explain I was laid off and will start new job soon. Realtor told me he had referred me to US Bank because they had a better option for me with no PMI and that may reduce the monthly payment in about {$100.00}. Then I went to meet with XXXX XXXX, CRA Mortgage Loan Originator who was really looking at me in a strange way, I felt discriminated for my age, explained him the situation of the laid off I was going thru and the very possible new job. He asked me to send him an email with documentation for application. 
XXXX XXXX 2015 I sent an email to XXXX XXXX with all documents he had requested. I did send documents to US Bank for my loan application, like W2s, paystubs and statements from my bank account. This information was sent thru email, to XXXX XXXX, at the email address XXXXXXXXXXXX as he directed me to do it, dated XXXX XXXX, 2015. He never answered me back. 
Between XXXX XXXX and XXXX XXXX 2015 I needed help from XXXX XXXX, not only to know about the application process but mainly because I needed to buy a car. I did n't have a car and for my new job I needed one. XXXX XXXX offered me to analyze my situation and give me an idea on how much I could spend in the purchase of a car that would n't affect my house purchase. But he never answered me back. This part is the most hurting situation to my finances and frustrating aspect of all this because he never contacted me back with a denial or a possible solution. I had to buy a car in order to get a new job. 
XXXX XXXX 2015 I had to send thru email a written complaint to XXXX XXXX because he did not answer neither my phone calls nor my emails. 
Same XXXX XXXX 2015 Because I did n't get an answer from XXXX XXXX, I decided to send another email complaint directly to XXXX XXXX, XXXX 's boss. 
XXXX XXXX 2015 XXXX XXXX answered me with an email an a phone call saying nothing can be done. 
XXXX XXXX, 2015 After three months I have not received the written resolution about my home loan application I made to US Bank in the time set by current laws. US Bank and its associates discriminated me because of my age. 
US Bank did n't answer my calls or emails about how much I could spend in a car purchasing in order to get my new job and that unacceptable attitude affected my credit score. I have been affected emotionally, financially and socially by US Bank. It is imperative to be requited, recompensed, paid back from the damages ; detriment and prejudice exercised unlawfully by US Bank against myself.",NFA,0,0,0,2,2,1,0,0,0
Ruby,Twigley,Commonwealth Bank,(242) 4871645,37212 Holy Cross Alley,Pinchas,McCray,Male,2/24/1970,12 Northridge Point,88-180,Thailand,Drivers License,92-288-6473,Thailand,8/05/2013,3/06/2018,Deposit,Domestic In,12/28/2017,2/03/2018,9:41 AM,Thailand,Philippines,166425,Consumer presents confusing details about the transaction. ,"I Bank with Bank of America. When I am having a check direct deposit into my account, it does not tell me the amount I am receiving from my employer. It says employers name and amount of XXXX cent until it clears. my check was deposit in on Friday morning. here it is Monday and the check still has n't been cleared and I still cant see my amount that was direct deposit in. My other bank tells me the amount shown as soon as a check is direct deposit in. why cant ban of America have this feature as well?",NFA,0,0,0,0,0,0,0,0,0
Sabine,Gavriel,Commonwealth Bank,(531) 9845970,422 Summer Ridge Crossing,Marina,Feary,Female,1/13/1995,32 Comanche Pass,9319,Philippines,Drivers License,48-486-8535,Indonesia,5/08/2013,7/10/2016,Deposit,International Out,11/25/2016,7/12/2017,3:06 PM,Cambodia,Cambodia,589177,Consumer is quick to volunteer that funds are clean or not being laundered.,"This company is requesting payment for accounts that I do not owe on. {$500.00} from CREDIT MANAGEMENT.. 
These were previously disputed with other agencies as well. So, since they were blocked from trying their scams with those CRAs, they have moved over to EQUIFAX. This needs to be removed ASAP. I am unaware of the accounts and have no verification this debt is mine. ... only know of this account based on it being reported in my credit report ( s ). I 've never heard of this company and DO NOT owe a Balance of {$59.00} to XXXX! We both know they are the source reporting this account and have the absolute right to report it, not report it, or delete it from all reporting agencies. They refuse not to. There has been previous take down requests to which they have replied, done so, and resubmitted the debt. Over and over. They wait for a small period of time and then resubmit, thinking it will not be noticed. I will contact the Attorney General AS WELL against EQUIFAX AND XXXX XXXX in their respective state and both of these companies if this is not resolved NOW! EQUIFAX and These CRAs should be banned from doing business and ruining peoples lives without verifying information 1st! 
I 've ALWAYS had this type of trouble before with EQUIFAX. From fraudulent inquiries on my report, which they will not remove to situations like this. I file complaints over and over and will keep doing it! 
My report with them has always been incorrect. From having an out of date address from over 6 years ago as my main address to not having all of my current TradeLines listed that are active and in good-standing.I 'm not surprised with Equifax! 
I have submitted as well an official SS card and pay stub, XXXX with my correct address and these numbskulls still will not update my address. 
ALL references regarding this account must be deleted from ALL reporting agencies. 

-- Thank you, XXXX XXXX XXXX",NFA,0,0,3,0,0,1,0,1,1
Donavon,Charity,Westpac Bank,(240) 2689330,3233 Browning Drive,Willard,Gwynne,Male,2/04/1980,17 Dakota Drive,31512,Malaysia,Drivers License,98-707-9917,Cambodia,7/08/2017,5/19/2021,Withdrawl,International Out,8/11/2017,10/23/2016,12:06 PM,Singapore,Thailand,854063,Consumer has unusual knowledge of the law in relation to suspicious transaction reporting. ,"I have been going back and forth with Bank Of America trying to get a modification on my loan they purchased from another bank. 
I am not going to provide too much of my personal information due to he fact that I am uncertain of the security of this site. I have been telling Bank of America that my interest rate is 8 % which is way too high. I have had my mortgage for about 10 years and only {$300.00} is going to the principle of the mortgage to pay it off. I paid over {$25000.00} in interest alone to BanK of America. If this bank received bailout money from the government why is it so hard for them to work with homeowners. I have been receiving letters from them asking me to just have a shot sale and move. I have never been late on my mortgage in all the nine years I have had this house. It 's only recent that I have been have trouble with paying the mortgage and I would n't be asking for help if I did n't need it. It really is starting to cause health issues when dealing with these representatives who work for Bank of America. They sound like robots as if they are reading from a script and they are repeating themselves. Example : I made a late payment, but was still trying to get approved for the modification. The representative made a statement to me, "" Well, XXXX I see that your mortgage is current so there is no need to continue the process for the mortgage loan modification ''. I was puzzled and really got upset because she is suppose to be my relationship manager XXXX. She do n't really understand nor can she speak english. It 's almost like she is really not helpful with the fact that we have a language misunderstanding. She does n't work in my best interest. I have done through this for over a year and half and recent got denied yet again. I need help and hope that their is something that can be done to lower my interest rate and mortgage payment. I barely can afford to feed my family because of the fact that we are struggling.",NFA,0,0,0,0,0,0,0,0,0
Booth,Doman,Westpac Bank,(688) 2098648,71 Duke Junction,Dorisa,Gypson,,2/18/1975,,,Cambodia,Passport,68-149-9232,Singapore,6/21/2013,8/22/2019,Withdrawl,International Out,8/08/2016,6/22/2017,1:36 AM,Cambodia,Indonesia,679462,Multiple attempts occur on the same day at the same location but with an apparent attempt to use different employees.,"I am a scam and Identity victim. Two people scammed me, took my credit cards, drivers license and open additional accounts in my name.     I filed reports with the following : Police, FTC, CFPB, The Attorney General and the  XXXX   county DA  office.     There are quite a few people who were scammed by  XXXX   XXXX  AKA  XXXX   XXXX   XXXX  and  XXXX   XXXX  AKA  XXXX   XXXX . There are  six peop le that have filed police reports on thes e two a nd we are all working together toward getting justice.     Now, I have disputed the charges on the Ban k of America CC. T HESE CHARGES ARE FRAUDULENT.     Ban k Of America ca me back with a statement and a copy of  XXXX  transaction telling me that this is my signature. Its very clear ... that its not my signature. I explained that to BOA and I was told they would reopen the investigation. That has never happened.     Since them I have been harassed to pay this since  XXXX     2016. (  10 months ) Despite the numerous letter and attempts to resolve this issue.     I will repeat myself, these are fraudulent charges on these  XXXX  accounts. Its time to come to terms with this.     The credit bureaus have removed the accounts. Now I request that BOA remove all fraudulent charges.     PS : I can provide witnesses and police report upon request.",NFA,0,2,0,0,0,0,2,0,0
